time,tavg,tmin,tdew,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,relative_humidity,provincia,latitude,longitude
2023-11-05,11.76,9.21,,,11.77,,,1.5,,,,86.1,Napo,-1.2882,-78.5037
2023-11-06,11.83,9.51,,,1.86,,,1.56,,,,87.41,Napo,-1.2882,-78.5037
2023-11-07,11.88,9.41,,,1.39,,,1.85,,,,86.75,Napo,-1.2882,-78.5037
2023-11-08,12.16,9.05,,,7.12,,,1.88,,,,83.93,Napo,-1.2882,-78.5037
2023-11-09,12.74,10.04,,,6.43,,,2.26,,,,85.7,Napo,-1.2882,-78.5037
2023-11-10,12.9,9.93,,,0.14,,,1.89,,,,84.24,Napo,-1.2882,-78.5037
2023-11-11,12.65,9.76,,,0.37,,,1.76,,,,84.73,Napo,-1.2882,-78.5037
2023-11-12,12.83,10.13,,,5.18,,,1.84,,,,85.67,Napo,-1.2882,-78.5037
2023-11-13,13.13,10.18,,,0.37,,,1.78,,,,84.63,Napo,-1.2882,-78.5037
2023-11-14,12.85,10.0,,,2.23,,,1.67,,,,84.96,Napo,-1.2882,-78.5037
2023-11-15,12.22,10.04,,,5.86,,,1.21,,,,88.19,Napo,-1.2882,-78.5037
2023-11-16,12.54,9.7,,,6.32,,,1.07,,,,84.92,Napo,-1.2882,-78.5037
2023-11-17,12.82,9.74,,,2.68,,,1.53,,,,83.96,Napo,-1.2882,-78.5037
2023-11-18,12.64,10.13,,,0.42,,,1.33,,,,86.49,Napo,-1.2882,-78.5037
2023-11-19,12.46,9.51,,,15.3,,,1.2,,,,84.61,Napo,-1.2882,-78.5037
2023-11-20,11.55,8.82,,,4.09,,,1.16,,,,85.66,Napo,-1.2882,-78.5037
2023-11-21,11.34,9.12,,,1.03,,,1.7,,,,88.09,Napo,-1.2882,-78.5037
2023-11-22,11.03,7.96,,,1.07,,,1.08,,,,84.79,Napo,-1.2882,-78.5037
2023-11-23,11.33,8.02,,,16.49,,,0.85,,,,82.94,Napo,-1.2882,-78.5037
2023-11-24,10.69,8.06,,,1.71,,,1.84,,,,86.1,Napo,-1.2882,-78.5037
2023-11-25,11.58,8.52,,,4.13,,,1.37,,,,84.15,Napo,-1.2882,-78.5037
2023-11-26,11.75,9.06,,,11.04,,,1.78,,,,86.14,Napo,-1.2882,-78.5037
2023-11-27,11.89,9.11,,,4.76,,,2.76,,,,85.37,Napo,-1.2882,-78.5037
2023-11-28,11.79,9.32,,,3.42,,,2.79,,,,86.47,Napo,-1.2882,-78.5037
2023-11-29,12.08,9.27,,,2.58,,,2.47,,,,84.91,Napo,-1.2882,-78.5037
2023-11-30,12.11,9.12,,,7.26,,,1.9,,,,84.35,Napo,-1.2882,-78.5037
2023-12-01,12.26,9.56,,,2.13,,,2.1,,,,85.71,Napo,-1.2882,-78.5037
2023-12-02,12.39,9.44,,,0.17,,,1.71,,,,84.46,Napo,-1.2882,-78.5037
2023-12-03,12.54,9.31,,,3.92,,,1.53,,,,83.3,Napo,-1.2882,-78.5037
2023-12-04,13.17,10.35,,,2.66,,,1.79,,,,85.14,Napo,-1.2882,-78.5037
2023-12-05,12.07,10.02,,,4.88,,,2.38,,,,88.77,Napo,-1.2882,-78.5037
2023-12-06,11.99,9.59,,,8.09,,,1.96,,,,87.05,Napo,-1.2882,-78.5037
2023-12-07,12.06,10.0,,,2.21,,,1.46,,,,88.78,Napo,-1.2882,-78.5037
2023-12-08,11.98,9.29,,,2.35,,,3.27,,,,85.83,Napo,-1.2882,-78.5037
2023-12-09,12.27,9.28,,,0.82,,,3.07,,,,84.43,Napo,-1.2882,-78.5037
2023-12-10,12.52,10.02,,,9.73,,,2.42,,,,86.41,Napo,-1.2882,-78.5037
2023-12-11,12.33,9.68,,,5.95,,,2.14,,,,86.03,Napo,-1.2882,-78.5037
2023-12-12,12.88,10.26,,,2.78,,,2.61,,,,86.28,Napo,-1.2882,-78.5037
2023-12-13,13.12,10.68,,,1.37,,,1.82,,,,86.85,Napo,-1.2882,-78.5037
2023-12-14,13.33,10.71,,,3.32,,,1.41,,,,85.89,Napo,-1.2882,-78.5037
2023-12-15,13.17,11.03,,,9.11,,,1.05,,,,88.33,Napo,-1.2882,-78.5037
2023-12-16,13.15,10.83,,,7.86,,,0.95,,,,87.54,Napo,-1.2882,-78.5037
2023-12-17,13.32,10.68,,,8.36,,,0.82,,,,86.25,Napo,-1.2882,-78.5037
2023-12-18,13.02,11.15,,,7.44,,,0.66,,,,89.84,Napo,-1.2882,-78.5037
2023-12-19,13.04,10.91,,,1.28,,,1.33,,,,88.68,Napo,-1.2882,-78.5037
2023-12-20,12.4,10.58,,,0.2,,,1.17,,,,89.86,Napo,-1.2882,-78.5037
2023-12-21,12.21,9.42,,,4.61,,,1.01,,,,85.63,Napo,-1.2882,-78.5037
2023-12-22,12.39,9.84,,,9.92,,,1.28,,,,86.38,Napo,-1.2882,-78.5037
2023-12-23,12.42,10.26,,,17.69,,,1.04,,,,88.39,Napo,-1.2882,-78.5037
2023-12-24,12.9,10.34,,,1.69,,,1.51,,,,86.25,Napo,-1.2882,-78.5037
2023-12-25,12.13,10.47,,,3.66,,,1.06,,,,90.66,Napo,-1.2882,-78.5037
2023-12-26,12.07,10.25,,,3.56,,,0.93,,,,90.05,Napo,-1.2882,-78.5037
2023-12-27,11.7,9.79,,,10.61,,,0.86,,,,89.54,Napo,-1.2882,-78.5037
2023-12-28,11.4,9.34,,,47.47,,,0.74,,,,88.66,Napo,-1.2882,-78.5037
2023-12-29,11.91,9.66,,,6.61,,,1.02,,,,87.68,Napo,-1.2882,-78.5037
2023-12-30,12.59,10.02,,,7.55,,,0.78,,,,86.6,Napo,-1.2882,-78.5037
2023-12-31,12.28,10.42,,,6.04,,,0.56,,,,90.04,Napo,-1.2882,-78.5037
2015-01-01,10.03,7.95,,,1.13,,,3.29,,,,88.08,Tungurahua,-0.653,-77.8216
2015-01-02,8.98,7.2,,,0.65,,,3.42,,,,89.47,Tungurahua,-0.653,-77.8216
2015-01-03,9.25,7.57,,,6.87,,,3.71,,,,89.55,Tungurahua,-0.653,-77.8216
2015-01-04,8.8,6.74,,,3.16,,,3.53,,,,87.89,Tungurahua,-0.653,-77.8216
2015-01-05,9.1,6.96,,,1.84,,,3.33,,,,87.66,Tungurahua,-0.653,-77.8216
2015-01-06,9.26,7.07,,,0.53,,,3.55,,,,87.44,Tungurahua,-0.653,-77.8216
2015-01-07,8.56,6.37,,,0.07,,,3.24,,,,87.1,Tungurahua,-0.653,-77.8216
2015-01-08,9.18,7.26,,,5.09,,,3.07,,,,88.61,Tungurahua,-0.653,-77.8216
2015-01-09,9.13,7.5,,,4.17,,,3.58,,,,90.31,Tungurahua,-0.653,-77.8216
2015-01-10,8.66,6.66,,,1.1,,,3.59,,,,88.14,Tungurahua,-0.653,-77.8216
2015-01-11,8.82,7.22,,,2.56,,,4.04,,,,90.42,Tungurahua,-0.653,-77.8216
2015-01-12,9.67,7.67,,,3.22,,,3.3,,,,88.45,Tungurahua,-0.653,-77.8216
2015-01-13,9.99,7.6,,,3.69,,,2.54,,,,86.33,Tungurahua,-0.653,-77.8216
2015-01-14,10.6,7.92,,,12.47,,,2.59,,,,85.0,Tungurahua,-0.653,-77.8216
2015-01-15,9.77,7.75,,,2.12,,,2.44,,,,88.26,Tungurahua,-0.653,-77.8216
2015-01-16,9.62,7.39,,,9.72,,,2.51,,,,86.99,Tungurahua,-0.653,-77.8216
2015-01-17,10.87,7.83,,,6.1,,,1.89,,,,82.93,Tungurahua,-0.653,-77.8216
2015-01-18,10.37,8.36,,,15.41,,,1.49,,,,88.53,Tungurahua,-0.653,-77.8216
2015-01-19,10.0,7.58,,,6.12,,,1.99,,,,86.27,Tungurahua,-0.653,-77.8216
2015-01-20,9.85,8.26,,,15.22,,,2.2,,,,90.8,Tungurahua,-0.653,-77.8216
2015-01-21,9.45,7.48,,,10.78,,,2.51,,,,88.35,Tungurahua,-0.653,-77.8216
2015-01-22,9.26,7.26,,,20.37,,,2.36,,,,88.42,Tungurahua,-0.653,-77.8216
2015-01-23,10.14,7.66,,,10.62,,,2.18,,,,85.49,Tungurahua,-0.653,-77.8216
2015-01-24,10.39,8.57,,,3.99,,,1.82,,,,89.48,Tungurahua,-0.653,-77.8216
2015-01-25,10.39,8.61,,,3.67,,,2.56,,,,89.69,Tungurahua,-0.653,-77.8216
2015-01-26,10.35,8.57,,,3.01,,,2.23,,,,89.81,Tungurahua,-0.653,-77.8216
2015-01-27,10.47,8.9,,,9.74,,,2.54,,,,90.71,Tungurahua,-0.653,-77.8216
2015-01-28,10.48,8.43,,,5.15,,,3.1,,,,88.1,Tungurahua,-0.653,-77.8216
2015-01-29,10.45,8.7,,,3.16,,,3.35,,,,89.78,Tungurahua,-0.653,-77.8216
2015-01-30,10.61,8.37,,,3.36,,,3.16,,,,86.98,Tungurahua,-0.653,-77.8216
2015-01-31,9.22,7.86,,,5.87,,,3.09,,,,91.59,Tungurahua,-0.653,-77.8216
2015-02-01,9.52,7.96,,,7.09,,,3.72,,,,90.71,Tungurahua,-0.653,-77.8216
2015-02-02,8.56,6.65,,,6.25,,,3.94,,,,88.52,Tungurahua,-0.653,-77.8216
2015-02-03,8.46,6.88,,,7.12,,,3.73,,,,90.4,Tungurahua,-0.653,-77.8216
2015-02-04,9.66,7.78,,,4.32,,,3.22,,,,89.1,Tungurahua,-0.653,-77.8216
2015-02-05,9.88,8.15,,,10.87,,,2.59,,,,89.71,Tungurahua,-0.653,-77.8216
2015-02-06,9.25,7.35,,,10.33,,,1.7,,,,88.7,Tungurahua,-0.653,-77.8216
2015-02-07,9.49,6.95,,,4.45,,,1.2,,,,85.32,Tungurahua,-0.653,-77.8216
2015-02-08,9.62,7.08,,,23.95,,,1.04,,,,85.37,Tungurahua,-0.653,-77.8216
2015-02-09,10.49,7.83,,,15.67,,,1.34,,,,84.79,Tungurahua,-0.653,-77.8216
2015-02-10,10.55,8.11,,,3.9,,,1.62,,,,85.8,Tungurahua,-0.653,-77.8216
2015-02-11,11.0,9.01,,,0.66,,,2.92,,,,88.52,Tungurahua,-0.653,-77.8216
2015-02-12,10.73,9.04,,,0.94,,,4.17,,,,89.99,Tungurahua,-0.653,-77.8216
2015-02-13,10.67,8.9,,,3.98,,,3.81,,,,89.5,Tungurahua,-0.653,-77.8216
2015-02-14,10.22,8.87,,,13.84,,,2.71,,,,91.98,Tungurahua,-0.653,-77.8216
2015-02-15,10.22,8.26,,,2.51,,,2.57,,,,88.67,Tungurahua,-0.653,-77.8216
2015-02-16,9.95,8.34,,,0.24,,,2.53,,,,90.07,Tungurahua,-0.653,-77.8216
2015-02-17,11.12,8.89,,,0.14,,,2.57,,,,87.13,Tungurahua,-0.653,-77.8216
2015-02-18,11.02,8.32,,,0.7,,,1.61,,,,84.17,Tungurahua,-0.653,-77.8216
2015-02-19,11.91,8.36,,,9.34,,,0.78,,,,80.48,Tungurahua,-0.653,-77.8216
2015-02-20,11.3,8.48,,,7.26,,,0.95,,,,84.13,Tungurahua,-0.653,-77.8216
2015-02-21,10.34,8.55,,,4.57,,,1.08,,,,89.61,Tungurahua,-0.653,-77.8216
2015-02-22,10.23,9.12,,,1.24,,,3.1,,,,93.4,Tungurahua,-0.653,-77.8216
2015-02-23,9.4,8.18,,,5.98,,,2.26,,,,92.5,Tungurahua,-0.653,-77.8216
2015-02-24,9.65,8.17,,,7.17,,,2.55,,,,91.08,Tungurahua,-0.653,-77.8216
2015-02-25,10.27,8.73,,,7.63,,,2.93,,,,90.96,Tungurahua,-0.653,-77.8216
2015-02-26,10.24,8.61,,,0.74,,,2.67,,,,90.32,Tungurahua,-0.653,-77.8216
2015-02-27,9.9,8.26,,,3.91,,,3.4,,,,90.25,Tungurahua,-0.653,-77.8216
2015-02-28,9.74,7.87,,,9.19,,,2.93,,,,88.82,Tungurahua,-0.653,-77.8216
2015-03-01,10.36,8.5,,,7.64,,,2.67,,,,89.17,Tungurahua,-0.653,-77.8216
2015-03-02,10.25,8.34,,,4.97,,,2.08,,,,89.29,Tungurahua,-0.653,-77.8216
2015-03-03,9.88,7.73,,,4.98,,,2.22,,,,87.48,Tungurahua,-0.653,-77.8216
2015-03-04,10.19,8.07,,,3.09,,,2.45,,,,87.83,Tungurahua,-0.653,-77.8216
2015-03-05,9.75,7.62,,,2.12,,,2.73,,,,87.31,Tungurahua,-0.653,-77.8216
2015-03-06,10.29,8.24,,,5.66,,,2.88,,,,88.14,Tungurahua,-0.653,-77.8216
2015-03-07,9.81,8.39,,,19.62,,,3.2,,,,91.32,Tungurahua,-0.653,-77.8216
2015-03-08,10.26,8.72,,,1.78,,,4.23,,,,90.78,Tungurahua,-0.653,-77.8216
2015-03-09,11.22,9.93,,,2.37,,,4.81,,,,92.44,Tungurahua,-0.653,-77.8216
2015-03-10,11.48,10.0,,,2.25,,,5.06,,,,91.22,Tungurahua,-0.653,-77.8216
2015-03-11,11.16,9.65,,,5.6,,,4.24,,,,90.95,Tungurahua,-0.653,-77.8216
2015-03-12,10.95,9.77,,,9.05,,,3.64,,,,92.71,Tungurahua,-0.653,-77.8216
2015-03-13,10.85,9.05,,,8.69,,,2.15,,,,89.43,Tungurahua,-0.653,-77.8216
2015-03-14,10.96,9.27,,,7.57,,,2.67,,,,90.06,Tungurahua,-0.653,-77.8216
2015-03-15,10.07,8.23,,,3.16,,,2.59,,,,89.3,Tungurahua,-0.653,-77.8216
2015-03-16,10.14,8.08,,,1.7,,,2.25,,,,88.06,Tungurahua,-0.653,-77.8216
2015-03-17,11.17,9.48,,,18.03,,,1.61,,,,89.96,Tungurahua,-0.653,-77.8216
2015-03-18,8.12,6.69,,,13.66,,,1.07,,,,92.14,Tungurahua,-0.653,-77.8216
2015-03-19,10.17,7.42,,,15.6,,,1.1,,,,84.55,Tungurahua,-0.653,-77.8216
2015-03-20,9.25,6.82,,,12.49,,,0.83,,,,86.15,Tungurahua,-0.653,-77.8216
2015-03-21,9.96,7.15,,,7.46,,,1.21,,,,84.26,Tungurahua,-0.653,-77.8216
2015-03-22,9.94,6.97,,,8.56,,,1.17,,,,83.22,Tungurahua,-0.653,-77.8216
2015-03-23,9.75,7.61,,,2.53,,,1.39,,,,87.52,Tungurahua,-0.653,-77.8216
2015-03-24,10.76,7.96,,,5.35,,,2.0,,,,84.05,Tungurahua,-0.653,-77.8216
2015-03-25,10.51,8.39,,,9.75,,,1.58,,,,87.64,Tungurahua,-0.653,-77.8216
2015-03-26,10.51,7.91,,,7.68,,,2.1,,,,84.72,Tungurahua,-0.653,-77.8216
2015-03-27,10.49,8.68,,,8.65,,,2.49,,,,89.4,Tungurahua,-0.653,-77.8216
2015-03-28,10.54,8.56,,,8.44,,,2.38,,,,88.33,Tungurahua,-0.653,-77.8216
2015-03-29,9.97,8.59,,,8.25,,,2.28,,,,91.52,Tungurahua,-0.653,-77.8216
2015-03-30,10.84,8.42,,,2.93,,,1.14,,,,85.84,Tungurahua,-0.653,-77.8216
2015-03-31,10.43,9.15,,,5.63,,,2.07,,,,92.12,Tungurahua,-0.653,-77.8216
2015-04-01,10.06,8.1,,,6.37,,,2.82,,,,88.62,Tungurahua,-0.653,-77.8216
2015-04-02,9.41,7.82,,,16.86,,,3.1,,,,90.49,Tungurahua,-0.653,-77.8216
2015-04-03,9.98,8.29,,,7.41,,,2.78,,,,89.96,Tungurahua,-0.653,-77.8216
2015-04-04,10.59,8.33,,,2.59,,,2.37,,,,87.08,Tungurahua,-0.653,-77.8216
2015-04-05,10.87,8.94,,,11.42,,,2.52,,,,88.58,Tungurahua,-0.653,-77.8216
2015-04-06,9.7,7.85,,,4.64,,,3.53,,,,89.06,Tungurahua,-0.653,-77.8216
2015-04-07,9.86,8.44,,,9.36,,,3.5,,,,91.39,Tungurahua,-0.653,-77.8216
2015-04-08,9.84,8.0,,,2.02,,,2.8,,,,89.17,Tungurahua,-0.653,-77.8216
2015-04-09,9.98,8.01,,,0.62,,,2.86,,,,88.66,Tungurahua,-0.653,-77.8216
2015-04-10,10.03,8.02,,,1.66,,,3.27,,,,88.29,Tungurahua,-0.653,-77.8216
2015-04-11,8.97,7.69,,,10.11,,,4.05,,,,92.01,Tungurahua,-0.653,-77.8216
2015-04-12,9.31,7.89,,,6.55,,,3.51,,,,91.3,Tungurahua,-0.653,-77.8216
2015-04-13,9.58,7.86,,,10.09,,,2.9,,,,89.9,Tungurahua,-0.653,-77.8216
2015-04-14,9.59,7.71,,,2.39,,,2.49,,,,88.93,Tungurahua,-0.653,-77.8216
2015-04-15,8.71,7.07,,,7.01,,,1.67,,,,89.91,Tungurahua,-0.653,-77.8216
2015-04-16,9.44,7.75,,,20.36,,,1.78,,,,89.71,Tungurahua,-0.653,-77.8216
2015-04-17,9.7,7.25,,,6.54,,,1.68,,,,86.34,Tungurahua,-0.653,-77.8216
2015-04-18,9.47,7.43,,,1.63,,,1.97,,,,87.99,Tungurahua,-0.653,-77.8216
2015-04-19,9.86,8.06,,,8.61,,,2.09,,,,90.45,Tungurahua,-0.653,-77.8216
2015-04-20,10.13,7.74,,,15.1,,,2.12,,,,86.22,Tungurahua,-0.653,-77.8216
2015-04-21,9.44,7.89,,,7.89,,,2.7,,,,90.53,Tungurahua,-0.653,-77.8216
2015-04-22,8.97,7.72,,,4.78,,,3.3,,,,92.31,Tungurahua,-0.653,-77.8216
2015-04-23,9.71,8.43,,,12.57,,,3.97,,,,92.1,Tungurahua,-0.653,-77.8216
2015-04-24,9.42,7.85,,,2.84,,,3.46,,,,90.5,Tungurahua,-0.653,-77.8216
2015-04-25,9.03,7.6,,,21.08,,,3.97,,,,91.11,Tungurahua,-0.653,-77.8216
2015-04-26,8.66,7.59,,,6.16,,,4.2,,,,93.25,Tungurahua,-0.653,-77.8216
2015-04-27,9.3,8.15,,,7.0,,,3.91,,,,92.81,Tungurahua,-0.653,-77.8216
2015-04-28,9.64,8.27,,,7.06,,,3.67,,,,91.58,Tungurahua,-0.653,-77.8216
2015-04-29,9.01,7.75,,,8.56,,,3.09,,,,92.11,Tungurahua,-0.653,-77.8216
2015-04-30,8.95,7.56,,,7.0,,,2.49,,,,91.53,Tungurahua,-0.653,-77.8216
2015-05-01,9.52,7.94,,,13.37,,,2.37,,,,90.59,Tungurahua,-0.653,-77.8216
2015-05-02,10.77,8.84,,,2.62,,,2.31,,,,88.92,Tungurahua,-0.653,-77.8216
2015-05-03,11.08,8.91,,,7.44,,,1.93,,,,87.71,Tungurahua,-0.653,-77.8216
2015-05-04,9.97,7.72,,,9.53,,,2.23,,,,86.54,Tungurahua,-0.653,-77.8216
2015-05-05,9.85,8.24,,,4.66,,,2.58,,,,90.44,Tungurahua,-0.653,-77.8216
2015-05-06,9.21,7.95,,,3.45,,,3.03,,,,92.41,Tungurahua,-0.653,-77.8216
2015-05-07,9.87,8.03,,,0.2,,,3.31,,,,89.24,Tungurahua,-0.653,-77.8216
2015-05-08,10.32,8.67,,,2.47,,,4.16,,,,90.31,Tungurahua,-0.653,-77.8216
2015-05-09,9.88,8.58,,,3.48,,,4.05,,,,92.22,Tungurahua,-0.653,-77.8216
2015-05-10,10.07,8.63,,,7.87,,,4.0,,,,91.37,Tungurahua,-0.653,-77.8216
2015-05-11,8.34,7.24,,,12.01,,,4.39,,,,93.08,Tungurahua,-0.653,-77.8216
2015-05-12,9.19,8.15,,,4.38,,,3.39,,,,93.48,Tungurahua,-0.653,-77.8216
2015-05-13,9.53,8.36,,,7.24,,,3.38,,,,92.75,Tungurahua,-0.653,-77.8216
2015-05-14,9.29,7.94,,,9.24,,,2.98,,,,91.69,Tungurahua,-0.653,-77.8216
2015-05-15,9.36,7.89,,,1.07,,,2.47,,,,91.16,Tungurahua,-0.653,-77.8216
2015-05-16,9.82,7.94,,,3.19,,,2.37,,,,88.98,Tungurahua,-0.653,-77.8216
2015-05-17,9.8,8.22,,,8.73,,,3.03,,,,90.64,Tungurahua,-0.653,-77.8216
2015-05-18,9.76,8.27,,,2.42,,,3.55,,,,91.03,Tungurahua,-0.653,-77.8216
2015-05-19,9.16,7.47,,,0.1,,,3.13,,,,89.86,Tungurahua,-0.653,-77.8216
2015-05-20,9.12,7.49,,,4.82,,,3.42,,,,90.12,Tungurahua,-0.653,-77.8216
2015-05-21,9.18,7.69,,,3.22,,,2.76,,,,90.88,Tungurahua,-0.653,-77.8216
2015-05-22,9.63,7.77,,,0.86,,,2.89,,,,89.13,Tungurahua,-0.653,-77.8216
2015-05-23,9.13,7.7,,,8.32,,,2.62,,,,91.28,Tungurahua,-0.653,-77.8216
2015-05-24,9.52,7.88,,,3.11,,,2.63,,,,89.91,Tungurahua,-0.653,-77.8216
2015-05-25,9.8,8.28,,,6.63,,,2.46,,,,90.78,Tungurahua,-0.653,-77.8216
2015-05-26,9.2,7.9,,,10.98,,,2.63,,,,92.03,Tungurahua,-0.653,-77.8216
2015-05-27,9.08,7.69,,,1.85,,,2.76,,,,91.61,Tungurahua,-0.653,-77.8216
2015-05-28,9.19,7.98,,,19.87,,,2.17,,,,92.63,Tungurahua,-0.653,-77.8216
2015-05-29,9.43,7.72,,,3.07,,,2.35,,,,89.83,Tungurahua,-0.653,-77.8216
2015-05-30,9.69,7.75,,,4.15,,,1.76,,,,88.57,Tungurahua,-0.653,-77.8216
2015-05-31,9.12,7.61,,,4.35,,,2.85,,,,90.88,Tungurahua,-0.653,-77.8216
2015-06-01,9.01,7.5,,,0.82,,,3.98,,,,90.94,Tungurahua,-0.653,-77.8216
2015-06-02,7.69,6.06,,,1.41,,,3.8,,,,89.94,Tungurahua,-0.653,-77.8216
2015-06-03,7.33,6.02,,,2.11,,,3.87,,,,91.76,Tungurahua,-0.653,-77.8216
2015-06-04,7.74,6.67,,,4.46,,,4.51,,,,93.17,Tungurahua,-0.653,-77.8216
2015-06-05,7.37,6.11,,,7.64,,,4.42,,,,92.11,Tungurahua,-0.653,-77.8216
2015-06-06,8.18,6.59,,,1.7,,,3.21,,,,90.54,Tungurahua,-0.653,-77.8216
2015-06-07,8.65,7.17,,,13.76,,,2.52,,,,91.0,Tungurahua,-0.653,-77.8216
2015-06-08,8.62,7.2,,,5.21,,,2.55,,,,91.33,Tungurahua,-0.653,-77.8216
2015-06-09,9.19,7.31,,,2.8,,,2.52,,,,89.08,Tungurahua,-0.653,-77.8216
2015-06-10,9.11,7.58,,,4.83,,,2.36,,,,90.69,Tungurahua,-0.653,-77.8216
2015-06-11,9.56,7.85,,,0.75,,,3.44,,,,89.87,Tungurahua,-0.653,-77.8216
2015-06-12,9.01,7.62,,,5.55,,,3.73,,,,91.53,Tungurahua,-0.653,-77.8216
2015-06-13,8.86,7.42,,,3.29,,,3.05,,,,91.23,Tungurahua,-0.653,-77.8216
2015-06-14,9.41,7.63,,,3.12,,,2.56,,,,89.46,Tungurahua,-0.653,-77.8216
2015-06-15,9.45,8.04,,,4.17,,,3.73,,,,91.37,Tungurahua,-0.653,-77.8216
2015-06-16,7.99,6.88,,,5.79,,,4.27,,,,93.04,Tungurahua,-0.653,-77.8216
2015-06-17,8.22,7.1,,,14.89,,,3.8,,,,93.04,Tungurahua,-0.653,-77.8216
2015-06-18,8.87,7.89,,,4.82,,,3.99,,,,93.8,Tungurahua,-0.653,-77.8216
2015-06-19,8.01,6.79,,,10.23,,,5.35,,,,92.59,Tungurahua,-0.653,-77.8216
2015-06-20,7.0,5.87,,,7.77,,,4.14,,,,92.9,Tungurahua,-0.653,-77.8216
2015-06-21,7.81,6.29,,,0.91,,,3.66,,,,90.72,Tungurahua,-0.653,-77.8216
2015-06-22,7.46,6.22,,,1.7,,,4.22,,,,92.25,Tungurahua,-0.653,-77.8216
2015-06-23,7.83,6.72,,,3.46,,,5.1,,,,93.0,Tungurahua,-0.653,-77.8216
2015-06-24,7.29,6.45,,,4.4,,,6.19,,,,94.61,Tungurahua,-0.653,-77.8216
2015-06-25,7.16,6.3,,,7.78,,,6.13,,,,94.48,Tungurahua,-0.653,-77.8216
2015-06-26,7.1,6.06,,,3.52,,,5.6,,,,93.45,Tungurahua,-0.653,-77.8216
2015-06-27,6.54,5.19,,,0.66,,,4.99,,,,91.58,Tungurahua,-0.653,-77.8216
2015-06-28,6.83,5.33,,,0.66,,,4.28,,,,90.68,Tungurahua,-0.653,-77.8216
2015-06-29,7.9,6.69,,,2.03,,,2.98,,,,92.29,Tungurahua,-0.653,-77.8216
2015-06-30,8.75,7.47,,,0.52,,,3.48,,,,92.15,Tungurahua,-0.653,-77.8216
2015-07-01,8.74,7.26,,,0.08,,,4.32,,,,91.13,Tungurahua,-0.653,-77.8216
2015-07-02,9.3,7.83,,,2.97,,,4.12,,,,91.21,Tungurahua,-0.653,-77.8216
2015-07-03,9.29,7.6,,,1.52,,,3.76,,,,89.94,Tungurahua,-0.653,-77.8216
2015-07-04,9.81,8.47,,,6.2,,,4.01,,,,91.96,Tungurahua,-0.653,-77.8216
2015-07-05,9.18,7.71,,,12.45,,,3.09,,,,91.1,Tungurahua,-0.653,-77.8216
2015-07-06,8.75,7.26,,,5.49,,,2.72,,,,91.08,Tungurahua,-0.653,-77.8216
2015-07-07,8.78,7.24,,,2.41,,,2.34,,,,90.8,Tungurahua,-0.653,-77.8216
2015-07-08,8.04,6.7,,,4.87,,,2.76,,,,91.82,Tungurahua,-0.653,-77.8216
2015-07-09,8.79,7.33,,,5.4,,,3.63,,,,91.14,Tungurahua,-0.653,-77.8216
2015-07-10,8.38,7.14,,,6.11,,,3.82,,,,92.29,Tungurahua,-0.653,-77.8216
2015-07-11,8.42,7.1,,,1.45,,,4.21,,,,91.87,Tungurahua,-0.653,-77.8216
2015-07-12,8.32,6.6,,,2.92,,,2.85,,,,89.64,Tungurahua,-0.653,-77.8216
2015-07-13,8.91,6.53,,,0.05,,,2.42,,,,86.54,Tungurahua,-0.653,-77.8216
2015-07-14,9.57,6.75,,,0.03,,,2.07,,,,83.66,Tungurahua,-0.653,-77.8216
2015-07-15,8.92,7.24,,,5.01,,,2.59,,,,89.8,Tungurahua,-0.653,-77.8216
2015-07-16,8.04,6.34,,,1.02,,,3.47,,,,89.79,Tungurahua,-0.653,-77.8216
2015-07-17,7.12,5.15,,,2.6,,,3.62,,,,88.07,Tungurahua,-0.653,-77.8216
2015-07-18,7.37,5.77,,,3.16,,,3.36,,,,90.2,Tungurahua,-0.653,-77.8216
2015-07-19,8.13,6.55,,,1.91,,,2.41,,,,90.53,Tungurahua,-0.653,-77.8216
2015-07-20,8.66,6.49,,,3.45,,,2.1,,,,87.48,Tungurahua,-0.653,-77.8216
2015-07-21,7.71,5.83,,,6.84,,,2.7,,,,88.52,Tungurahua,-0.653,-77.8216
2015-07-22,7.47,6.34,,,16.99,,,3.58,,,,92.82,Tungurahua,-0.653,-77.8216
2015-07-23,8.4,6.93,,,3.09,,,4.08,,,,91.19,Tungurahua,-0.653,-77.8216
2015-07-24,8.52,6.93,,,0.86,,,4.37,,,,90.42,Tungurahua,-0.653,-77.8216
2015-07-25,8.05,6.85,,,4.36,,,4.6,,,,92.52,Tungurahua,-0.653,-77.8216
2015-07-26,8.16,6.51,,,2.35,,,3.61,,,,90.09,Tungurahua,-0.653,-77.8216
2015-07-27,8.07,6.96,,,5.42,,,3.57,,,,92.94,Tungurahua,-0.653,-77.8216
2015-07-28,8.12,7.02,,,5.69,,,3.91,,,,93.14,Tungurahua,-0.653,-77.8216
2015-07-29,7.3,6.02,,,9.76,,,3.98,,,,92.13,Tungurahua,-0.653,-77.8216
2015-07-30,7.26,5.82,,,5.39,,,3.81,,,,91.18,Tungurahua,-0.653,-77.8216
2015-07-31,7.94,6.33,,,1.94,,,3.81,,,,90.34,Tungurahua,-0.653,-77.8216
2015-08-01,8.23,6.68,,,0.19,,,4.05,,,,90.69,Tungurahua,-0.653,-77.8216
