,ALLSKY_SFC_SW_DWN,WS10M,T2M,PRECTOTCORR,provincia,altitud
2020-09-17,192.49,1.28,13.89,1.59,Imbabura,2225
2020-09-18,162.85,1.31,13.78,0.28,Imbabura,2225
2020-09-19,125.4,2.12,13.64,0.22,Imbabura,2225
2020-09-20,189.4,2.78,14.16,0.01,Imbabura,2225
2020-09-21,157.45,3.02,13.83,0.01,Imbabura,2225
2020-09-22,183.84,2.91,14.07,0.07,Imbabura,2225
2020-09-23,145.78,3.64,13.22,1.78,Imbabura,2225
2020-09-24,145.0,3.69,12.92,2.2,Imbabura,2225
2020-09-25,183.64,3.93,12.99,0.22,Imbabura,2225
2020-09-26,186.72,2.44,12.56,0.05,Imbabura,2225
2020-09-27,215.36,1.91,13.55,1.2,Imbabura,2225
2020-09-28,189.75,1.75,13.8,1.68,Imbabura,2225
2020-09-29,140.92,2.17,12.49,1.18,Imbabura,2225
2020-09-30,132.91,2.2,12.99,0.24,Imbabura,2225
2020-10-01,167.24,3.39,13.52,0.0,Imbabura,2225
2020-10-02,177.59,2.31,13.78,0.0,Imbabura,2225
2020-10-03,126.75,2.72,13.47,0.34,Imbabura,2225
2020-10-04,131.98,2.82,13.23,0.15,Imbabura,2225
2020-10-05,212.97,3.24,13.54,0.11,Imbabura,2225
2020-10-06,171.84,2.54,13.42,0.01,Imbabura,2225
2020-10-07,178.32,3.13,13.89,4.76,Imbabura,2225
2020-10-08,162.62,2.78,13.37,2.38,Imbabura,2225
2020-10-09,170.78,4.02,13.87,0.03,Imbabura,2225
2020-10-10,201.64,4.18,13.95,0.14,Imbabura,2225
2020-10-11,193.94,3.07,13.88,4.38,Imbabura,2225
2020-10-12,190.64,2.49,13.75,0.47,Imbabura,2225
2020-10-13,164.61,2.66,13.7,0.04,Imbabura,2225
2020-10-14,183.45,2.17,13.72,0.03,Imbabura,2225
2020-10-15,160.05,2.4,13.93,0.06,Imbabura,2225
2020-10-16,145.88,3.49,14.62,0.05,Imbabura,2225
2020-10-17,135.12,3.18,14.61,0.03,Imbabura,2225
2020-10-18,153.19,1.91,13.97,0.0,Imbabura,2225
2020-10-19,153.3,1.19,13.89,0.0,Imbabura,2225
2020-10-20,178.42,1.46,14.73,0.02,Imbabura,2225
2020-10-21,154.59,2.87,13.97,0.01,Imbabura,2225
2020-10-22,152.63,3.96,14.32,0.02,Imbabura,2225
2020-10-23,132.5,2.59,14.28,0.0,Imbabura,2225
2020-10-24,175.79,1.77,13.63,2.86,Imbabura,2225
2020-10-25,189.1,1.15,14.07,0.51,Imbabura,2225
2020-10-26,181.85,1.3,14.61,1.34,Imbabura,2225
2020-10-27,125.25,2.12,13.82,5.93,Imbabura,2225
2020-10-28,178.94,3.15,13.63,28.84,Imbabura,2225
2020-10-29,190.91,2.84,13.52,3.58,Imbabura,2225
2020-10-30,174.31,2.32,13.46,0.75,Imbabura,2225
2020-10-31,186.15,2.03,14.41,0.0,Imbabura,2225
2020-11-01,212.36,2.3,14.52,0.0,Imbabura,2225
2020-11-02,264.05,2.31,14.16,0.0,Imbabura,2225
2020-11-03,292.95,2.33,12.91,0.0,Imbabura,2225
2020-11-04,296.98,2.11,14.13,0.0,Imbabura,2225
2020-11-05,202.77,1.46,14.17,0.0,Imbabura,2225
2020-11-06,228.88,1.03,15.16,0.0,Imbabura,2225
2020-11-07,177.79,1.74,14.5,0.0,Imbabura,2225
2020-11-08,149.39,2.18,13.3,0.86,Imbabura,2225
2020-11-09,192.31,1.26,13.49,0.19,Imbabura,2225
2020-11-10,180.45,1.8,13.4,39.62,Imbabura,2225
2020-11-11,178.83,1.73,12.87,8.09,Imbabura,2225
2020-11-12,203.63,1.42,12.6,1.96,Imbabura,2225
2020-11-13,239.93,2.21,12.77,0.96,Imbabura,2225
2020-11-14,206.88,2.28,12.45,0.83,Imbabura,2225
2020-11-15,201.94,2.41,12.43,21.61,Imbabura,2225
2020-11-16,130.52,1.32,12.79,13.81,Imbabura,2225
2020-11-17,197.22,1.78,13.1,2.2,Imbabura,2225
2020-11-18,171.65,2.09,12.95,2.72,Imbabura,2225
2020-11-19,157.07,2.19,12.64,5.22,Imbabura,2225
2020-11-20,165.66,1.22,12.61,3.08,Imbabura,2225
2020-11-21,163.14,1.61,13.25,0.58,Imbabura,2225
2020-11-22,168.28,1.31,13.8,1.72,Imbabura,2225
2020-11-23,130.62,2.5,13.58,4.3,Imbabura,2225
2020-11-24,140.22,1.85,13.81,0.53,Imbabura,2225
2020-11-25,150.26,1.64,14.44,2.09,Imbabura,2225
2020-11-26,158.88,1.6,13.55,0.29,Imbabura,2225
2020-11-27,186.24,1.68,12.98,0.74,Imbabura,2225
2020-11-28,149.78,1.33,13.94,1.31,Imbabura,2225
2020-11-29,163.72,1.93,13.56,0.32,Imbabura,2225
2020-11-30,155.74,1.81,13.36,0.01,Imbabura,2225
2020-12-01,141.19,1.61,14.0,3.02,Imbabura,2225
2020-12-02,134.96,1.55,13.82,8.86,Imbabura,2225
2020-12-03,113.05,1.29,13.47,8.86,Imbabura,2225
2020-12-04,162.66,1.29,14.05,2.43,Imbabura,2225
2020-12-05,121.5,1.78,13.37,3.16,Imbabura,2225
2020-12-06,145.54,2.75,13.47,0.57,Imbabura,2225
2020-12-07,148.62,2.09,13.63,0.07,Imbabura,2225
2020-12-08,141.11,1.27,13.06,2.07,Imbabura,2225
2020-12-09,158.3,1.74,13.95,0.54,Imbabura,2225
2020-12-10,160.53,1.82,13.15,2.05,Imbabura,2225
2020-12-11,169.92,1.04,13.11,3.7,Imbabura,2225
2020-12-12,143.28,1.93,13.49,0.5,Imbabura,2225
2020-12-13,156.04,1.59,13.43,0.0,Imbabura,2225
2020-12-14,149.97,1.54,13.31,0.35,Imbabura,2225
2020-12-15,142.58,0.96,12.82,1.6,Imbabura,2225
2020-12-16,148.45,2.02,13.83,2.66,Imbabura,2225
2020-12-17,130.35,1.38,13.63,6.29,Imbabura,2225
2020-12-18,137.03,1.5,13.94,1.94,Imbabura,2225
2020-12-19,149.47,1.38,13.01,2.7,Imbabura,2225
2020-12-20,172.82,1.44,12.98,1.14,Imbabura,2225
2020-12-21,176.99,1.28,13.49,0.13,Imbabura,2225
2020-12-22,149.7,2.24,13.48,1.31,Imbabura,2225
2020-12-23,151.92,1.77,14.04,2.15,Imbabura,2225
2020-12-24,122.62,1.77,13.48,1.33,Imbabura,2225
2020-12-25,128.08,2.73,13.22,6.03,Imbabura,2225
2020-12-26,80.71,3.34,12.1,22.02,Imbabura,2225
2020-12-27,157.1,2.86,12.26,12.32,Imbabura,2225
2020-12-28,156.18,2.04,12.3,9.78,Imbabura,2225
2020-12-29,129.63,1.23,12.82,2.68,Imbabura,2225
2020-12-30,122.0,1.4,13.05,13.43,Imbabura,2225
2020-12-31,130.37,1.72,12.72,20.33,Imbabura,2225
2021-01-01,140.21,1.6,12.89,1.95,Imbabura,2225
2021-01-02,127.68,2.01,13.12,2.59,Imbabura,2225
2021-01-03,125.75,1.72,13.49,4.49,Imbabura,2225
2021-01-04,131.38,2.62,12.86,12.36,Imbabura,2225
2021-01-05,162.26,2.99,12.4,15.62,Imbabura,2225
2021-01-06,168.74,2.39,13.01,3.74,Imbabura,2225
2021-01-07,193.27,1.59,12.76,2.61,Imbabura,2225
2021-01-08,130.11,1.25,12.83,7.07,Imbabura,2225
2021-01-09,178.59,0.94,12.64,50.53,Imbabura,2225
2021-01-10,172.7,2.23,13.0,6.72,Imbabura,2225
2021-01-11,149.73,2.23,13.17,2.78,Imbabura,2225
2021-01-12,163.04,2.43,13.03,0.81,Imbabura,2225
2021-01-13,158.43,1.82,13.57,0.28,Imbabura,2225
2021-01-14,147.73,1.32,13.25,0.27,Imbabura,2225
2021-01-15,148.22,1.49,12.8,1.24,Imbabura,2225
2021-01-16,150.71,1.27,12.45,2.46,Imbabura,2225
2021-01-17,160.33,1.64,13.54,3.01,Imbabura,2225
2021-01-18,142.1,0.86,13.21,1.22,Imbabura,2225
2021-01-19,167.97,1.6,13.1,0.57,Imbabura,2225
2021-01-20,151.27,1.98,13.61,0.21,Imbabura,2225
2021-01-21,161.53,1.52,11.52,5.75,Imbabura,2225
2021-01-22,106.32,1.93,12.52,28.74,Imbabura,2225
2021-01-23,161.45,2.03,12.96,2.79,Imbabura,2225
2021-01-24,155.87,2.26,12.98,14.33,Imbabura,2225
2021-01-25,139.62,1.35,13.45,7.88,Imbabura,2225
2021-01-26,129.88,1.83,13.39,0.02,Imbabura,2225
2021-01-27,151.12,1.6,13.65,16.58,Imbabura,2225
2021-01-28,157.59,1.64,13.83,4.96,Imbabura,2225
2021-01-29,151.75,1.28,14.19,0.19,Imbabura,2225
2021-01-30,160.08,2.67,13.37,0.88,Imbabura,2225
2021-01-31,216.51,2.96,13.45,0.11,Imbabura,2225
2021-02-01,127.71,2.0,14.84,1.89,Imbabura,2225
2021-02-02,148.17,2.12,14.19,0.88,Imbabura,2225
2021-02-03,189.75,1.69,13.64,0.23,Imbabura,2225
2021-02-04,153.35,1.27,13.48,0.89,Imbabura,2225
2021-02-05,144.24,1.27,13.77,1.47,Imbabura,2225
2021-02-06,176.54,2.2,14.1,14.31,Imbabura,2225
2021-02-07,177.43,1.97,14.4,2.48,Imbabura,2225
2021-02-08,111.96,1.68,14.25,3.1,Imbabura,2225
2021-02-09,160.5,1.19,13.59,6.71,Imbabura,2225
2021-02-10,183.59,2.58,13.76,14.36,Imbabura,2225
2021-02-11,181.99,1.63,13.7,6.15,Imbabura,2225
2021-02-12,140.13,1.33,14.54,0.76,Imbabura,2225
2021-02-13,172.26,1.61,14.65,0.6,Imbabura,2225
2021-02-14,181.94,1.84,14.02,0.77,Imbabura,2225
2021-02-15,165.27,2.26,13.13,11.36,Imbabura,2225
2021-02-16,210.27,2.18,13.48,13.19,Imbabura,2225
2021-02-17,214.24,3.14,13.37,1.79,Imbabura,2225
2021-02-18,164.69,3.14,13.07,4.84,Imbabura,2225
2021-02-19,197.03,3.08,13.14,6.29,Imbabura,2225
2021-02-20,191.68,2.02,13.51,1.97,Imbabura,2225
2021-02-21,179.62,2.56,13.45,1.41,Imbabura,2225
2021-02-22,145.8,1.26,12.33,0.89,Imbabura,2225
2021-02-23,188.88,1.3,12.5,0.03,Imbabura,2225
2021-02-24,128.1,2.84,13.55,1.73,Imbabura,2225
2021-02-25,117.95,2.31,13.35,1.15,Imbabura,2225
2021-02-26,132.78,1.68,13.28,1.29,Imbabura,2225
2021-02-27,154.4,1.88,13.42,12.59,Imbabura,2225
2021-02-28,162.36,1.3,13.53,7.4,Imbabura,2225
2021-03-01,159.99,2.01,12.97,7.16,Imbabura,2225
2021-03-02,146.47,1.82,12.7,5.7,Imbabura,2225
2021-03-03,173.12,1.6,12.89,7.94,Imbabura,2225
2021-03-04,179.86,1.54,12.99,5.17,Imbabura,2225
2021-03-05,116.5,1.19,13.27,4.89,Imbabura,2225
2021-03-06,182.36,1.98,13.47,0.33,Imbabura,2225
2021-03-07,126.31,1.98,13.6,8.18,Imbabura,2225
2021-03-08,97.94,1.15,12.83,4.07,Imbabura,2225
2021-03-09,171.94,1.2,13.07,10.07,Imbabura,2225
2021-03-10,151.1,1.94,12.76,11.97,Imbabura,2225
2021-03-11,164.67,2.69,12.05,7.5,Imbabura,2225
2021-03-12,177.2,1.92,12.43,4.41,Imbabura,2225
2021-03-13,167.93,2.06,12.83,5.39,Imbabura,2225
2021-03-14,196.54,1.84,13.1,14.4,Imbabura,2225
2021-03-15,169.53,1.21,12.12,7.78,Imbabura,2225
2021-03-16,186.27,1.3,12.57,3.59,Imbabura,2225
2021-03-17,173.0,1.2,12.86,3.03,Imbabura,2225
2021-03-18,183.23,1.49,12.19,7.96,Imbabura,2225
2021-03-19,175.32,1.44,13.07,2.48,Imbabura,2225
2021-03-20,213.97,2.09,13.18,3.24,Imbabura,2225
2021-03-21,209.97,1.07,13.96,8.32,Imbabura,2225
2021-03-22,135.27,1.11,11.98,2.07,Imbabura,2225
2021-03-23,215.24,1.45,13.49,1.44,Imbabura,2225
2021-03-24,147.71,1.66,12.76,6.07,Imbabura,2225
2021-03-25,171.63,1.58,13.44,0.9,Imbabura,2225
2021-03-26,154.31,1.22,13.44,4.3,Imbabura,2225
2021-03-27,159.89,1.39,13.45,4.08,Imbabura,2225
2021-03-28,142.15,2.17,13.68,8.53,Imbabura,2225
2021-03-29,118.74,2.67,12.82,4.13,Imbabura,2225
2021-03-30,175.02,3.61,12.48,0.49,Imbabura,2225
2021-03-31,160.09,3.16,13.5,2.58,Imbabura,2225
2021-04-01,161.79,2.44,13.54,1.13,Imbabura,2225
2021-04-02,204.67,1.2,13.69,11.53,Imbabura,2225
2021-04-03,151.18,2.39,13.58,2.09,Imbabura,2225
2021-04-04,150.06,2.48,12.47,2.16,Imbabura,2225
2021-04-05,130.03,2.33,13.07,0.41,Imbabura,2225
2021-04-06,152.78,2.42,12.84,18.63,Imbabura,2225
2021-04-07,170.15,2.51,13.21,1.94,Imbabura,2225
2021-04-08,194.77,1.99,13.2,0.16,Imbabura,2225
2021-04-09,162.72,1.97,13.45,3.84,Imbabura,2225
2021-04-10,205.66,1.45,13.49,2.56,Imbabura,2225
2021-04-11,188.17,2.08,12.99,1.16,Imbabura,2225
2021-04-12,128.3,3.67,12.53,15.01,Imbabura,2225
2021-04-13,158.27,4.09,13.39,4.73,Imbabura,2225
2021-04-14,141.04,2.85,13.05,1.66,Imbabura,2225
2021-04-15,129.88,2.36,12.79,3.29,Imbabura,2225
2021-04-16,173.28,1.66,13.07,1.75,Imbabura,2225
2021-04-17,148.6,2.17,13.3,14.13,Imbabura,2225
2021-04-18,147.56,1.21,13.18,2.7,Imbabura,2225
2021-04-19,101.08,1.62,13.05,11.95,Imbabura,2225
2021-04-20,176.57,2.37,12.96,1.18,Imbabura,2225
2021-04-21,204.09,1.96,13.4,6.04,Imbabura,2225
2021-04-22,190.09,1.77,13.99,1.66,Imbabura,2225
2021-04-23,153.03,1.96,13.32,2.45,Imbabura,2225
2021-04-24,215.58,2.03,13.8,0.61,Imbabura,2225
2021-04-25,168.14,1.52,13.84,6.42,Imbabura,2225
2021-04-26,153.53,1.08,13.59,3.98,Imbabura,2225
2021-04-27,134.48,1.36,13.15,9.14,Imbabura,2225
2021-04-28,169.66,1.31,13.54,6.57,Imbabura,2225
2021-04-29,157.53,1.74,12.88,11.67,Imbabura,2225
2021-04-30,148.9,1.54,11.7,5.38,Imbabura,2225
2021-05-01,125.86,1.26,12.42,7.61,Imbabura,2225
2021-05-02,176.77,1.6,12.78,13.4,Imbabura,2225
2021-05-03,144.63,2.29,12.11,1.91,Imbabura,2225
2021-05-04,202.61,2.07,13.5,0.8,Imbabura,2225
2021-05-05,192.55,1.24,13.53,1.6,Imbabura,2225
2021-05-06,182.02,1.28,13.41,2.98,Imbabura,2225
2021-05-07,174.32,1.8,13.29,3.26,Imbabura,2225
2021-05-08,151.22,2.5,12.91,7.61,Imbabura,2225
2021-05-09,164.36,3.18,13.37,1.21,Imbabura,2225
2021-05-10,157.25,3.91,12.83,1.25,Imbabura,2225
2021-05-11,132.46,4.17,12.45,0.69,Imbabura,2225
2021-05-12,132.53,3.73,12.82,0.16,Imbabura,2225
2021-05-13,163.52,3.44,13.05,0.24,Imbabura,2225
2021-05-14,163.56,3.16,12.91,1.92,Imbabura,2225
2021-05-15,155.25,3.05,13.33,2.48,Imbabura,2225
2021-05-16,131.52,2.9,13.2,1.8,Imbabura,2225
2021-05-17,124.34,2.75,13.02,15.1,Imbabura,2225
2021-05-18,164.15,2.41,12.91,1.95,Imbabura,2225
2021-05-19,159.63,2.71,13.2,0.15,Imbabura,2225
2021-05-20,189.52,2.4,13.54,0.01,Imbabura,2225
2021-05-21,160.26,2.79,13.77,0.0,Imbabura,2225
2021-05-22,151.15,3.39,13.94,0.0,Imbabura,2225
2021-05-23,142.4,4.01,13.17,3.26,Imbabura,2225
2021-05-24,149.82,4.28,12.78,9.98,Imbabura,2225
2021-05-25,146.47,4.26,13.42,5.81,Imbabura,2225
2021-05-26,150.93,2.65,13.4,2.51,Imbabura,2225
2021-05-27,153.27,2.82,13.26,0.28,Imbabura,2225
2021-05-28,181.07,2.05,13.78,0.89,Imbabura,2225
2021-05-29,152.36,2.19,13.72,5.82,Imbabura,2225
2021-05-30,179.09,1.81,13.21,9.45,Imbabura,2225
2021-05-31,132.48,2.54,12.43,6.63,Imbabura,2225
2021-06-01,160.92,2.44,13.22,1.08,Imbabura,2225
2021-06-02,159.98,2.05,14.08,0.63,Imbabura,2225
2021-06-03,143.24,2.97,12.9,4.66,Imbabura,2225
2021-06-04,161.44,3.22,13.06,2.83,Imbabura,2225
2021-06-05,141.74,2.66,12.98,0.22,Imbabura,2225
2021-06-06,136.22,2.66,12.5,14.61,Imbabura,2225
2021-06-07,115.26,1.96,12.44,12.54,Imbabura,2225
2021-06-08,128.48,2.24,12.08,3.99,Imbabura,2225
2021-06-09,176.79,1.99,12.37,0.24,Imbabura,2225
2021-06-10,184.95,1.97,12.93,1.93,Imbabura,2225
2021-06-11,129.33,2.17,12.74,1.58,Imbabura,2225
2021-06-12,172.65,2.41,12.21,16.3,Imbabura,2225
2021-06-13,110.76,1.71,12.18,17.46,Imbabura,2225
2021-06-14,141.55,1.72,12.81,6.98,Imbabura,2225
2021-06-15,131.96,2.08,12.18,13.27,Imbabura,2225
2021-06-16,151.03,2.59,11.22,7.37,Imbabura,2225
2021-06-17,139.78,3.04,12.11,4.26,Imbabura,2225
2021-06-18,133.63,3.83,12.11,6.39,Imbabura,2225
2021-06-19,134.92,3.8,11.76,5.09,Imbabura,2225
2021-06-20,169.83,4.46,11.99,5.0,Imbabura,2225
2021-06-21,155.08,4.1,11.24,5.3,Imbabura,2225
2021-06-22,161.03,3.52,10.96,0.2,Imbabura,2225
2021-06-23,163.91,2.63,11.49,17.52,Imbabura,2225
2021-06-24,142.37,1.93,11.66,5.31,Imbabura,2225
2021-06-25,168.59,2.24,11.99,1.14,Imbabura,2225
2021-06-26,138.94,2.44,11.73,0.23,Imbabura,2225
2021-06-27,183.83,2.53,11.59,1.68,Imbabura,2225
2021-06-28,164.51,3.14,11.75,1.08,Imbabura,2225
2021-06-29,170.19,4.18,11.8,0.73,Imbabura,2225
2021-06-30,144.25,4.42,11.56,3.94,Imbabura,2225
2021-07-01,194.76,3.74,11.44,0.31,Imbabura,2225
2021-07-02,184.31,3.61,11.47,0.0,Imbabura,2225
2021-07-03,177.88,4.57,10.99,0.55,Imbabura,2225
2021-07-04,214.23,4.35,10.47,0.24,Imbabura,2225
2021-07-05,197.9,4.5,10.13,0.36,Imbabura,2225
2021-07-06,171.61,4.03,10.87,0.46,Imbabura,2225
2021-07-07,153.57,3.44,11.73,0.03,Imbabura,2225
2021-07-08,155.71,3.65,11.67,2.0,Imbabura,2225
2021-07-09,154.78,3.39,12.05,1.63,Imbabura,2225
2021-07-10,168.04,3.6,11.63,0.88,Imbabura,2225
2021-07-11,138.04,4.01,11.92,0.04,Imbabura,2225
2021-07-12,132.86,3.79,11.93,0.0,Imbabura,2225
2021-07-13,140.35,3.45,12.33,0.01,Imbabura,2225
2021-07-14,171.89,3.55,12.38,0.0,Imbabura,2225
2021-07-15,170.42,3.19,12.72,0.06,Imbabura,2225
2021-07-16,160.77,3.44,12.33,0.5,Imbabura,2225
2021-07-17,144.81,3.08,12.11,1.74,Imbabura,2225
2021-07-18,166.27,4.31,12.28,2.48,Imbabura,2225
2021-07-19,142.87,6.54,12.17,2.46,Imbabura,2225
2021-07-20,159.54,4.6,12.74,0.31,Imbabura,2225
2021-07-21,169.8,5.3,12.25,0.0,Imbabura,2225
2021-07-22,146.29,6.68,11.92,0.04,Imbabura,2225
2021-07-23,135.49,4.54,11.4,0.01,Imbabura,2225
2021-07-24,133.42,2.65,11.39,2.43,Imbabura,2225
2021-07-25,142.47,2.3,11.2,1.68,Imbabura,2225
2021-07-26,143.55,2.92,12.1,0.87,Imbabura,2225
2021-07-27,150.68,3.15,11.93,2.23,Imbabura,2225
2021-07-28,209.29,3.63,13.02,0.24,Imbabura,2225
2021-07-29,161.09,3.9,13.15,0.02,Imbabura,2225
2021-07-30,154.87,4.99,12.12,0.1,Imbabura,2225
2021-07-31,174.09,4.37,12.75,0.01,Imbabura,2225
2021-08-01,211.34,4.89,12.48,0.0,Imbabura,2225
2021-08-02,159.49,6.57,11.81,0.0,Imbabura,2225
2021-08-03,172.61,7.29,10.95,0.08,Imbabura,2225
2021-08-04,194.44,6.08,10.58,0.01,Imbabura,2225
2021-08-05,185.59,4.6,10.9,0.0,Imbabura,2225
2021-08-06,170.69,3.48,11.1,0.0,Imbabura,2225
2021-08-07,173.92,2.89,12.03,0.0,Imbabura,2225
2021-08-08,163.75,2.28,12.68,0.0,Imbabura,2225
2021-08-09,150.32,2.61,12.6,0.0,Imbabura,2225
2021-08-10,171.65,3.75,12.79,3.53,Imbabura,2225
2021-08-11,143.52,4.75,11.87,0.95,Imbabura,2225
2021-08-12,151.39,4.07,11.27,7.89,Imbabura,2225
2021-08-13,183.2,2.72,11.93,1.29,Imbabura,2225
2021-08-14,148.54,2.59,12.32,3.38,Imbabura,2225
2021-08-15,136.33,2.6,12.05,3.27,Imbabura,2225
2021-08-16,149.03,2.73,12.19,1.8,Imbabura,2225
2021-08-17,165.0,2.97,12.22,3.54,Imbabura,2225
2021-08-18,170.19,2.83,13.02,0.37,Imbabura,2225
2021-08-19,147.22,2.43,13.1,0.01,Imbabura,2225
2021-08-20,210.05,1.67,13.4,3.89,Imbabura,2225
2021-08-21,162.02,2.87,13.52,0.48,Imbabura,2225
2021-08-22,133.15,3.53,13.11,0.19,Imbabura,2225
2021-08-23,142.58,1.99,13.04,1.26,Imbabura,2225
2021-08-24,163.93,1.41,13.05,2.21,Imbabura,2225
2021-08-25,164.04,1.84,13.61,0.97,Imbabura,2225
2021-08-26,148.51,2.89,13.3,0.73,Imbabura,2225
2021-08-27,157.25,2.72,13.17,1.35,Imbabura,2225
2021-08-28,174.57,3.58,12.93,0.33,Imbabura,2225
2021-08-29,136.24,3.35,11.98,0.05,Imbabura,2225
2021-08-30,155.45,2.72,12.31,0.06,Imbabura,2225
2021-08-31,177.64,2.81,12.65,1.33,Imbabura,2225
2021-09-01,144.2,3.22,12.26,0.58,Imbabura,2225
2021-09-02,182.49,2.6,12.62,0.11,Imbabura,2225
2021-09-03,183.43,2.7,12.9,2.08,Imbabura,2225
2021-09-04,160.02,2.77,13.38,0.25,Imbabura,2225
2021-09-05,149.16,2.29,13.12,13.53,Imbabura,2225
2021-09-06,130.19,1.94,12.55,3.83,Imbabura,2225
2021-09-07,151.45,2.14,12.35,0.32,Imbabura,2225
2021-09-08,149.27,2.26,12.18,1.61,Imbabura,2225
2021-09-09,195.42,3.27,12.69,0.07,Imbabura,2225
2021-09-10,128.67,3.7,13.2,0.15,Imbabura,2225
2021-09-11,124.39,2.96,12.25,0.66,Imbabura,2225
2021-09-12,131.48,4.32,12.15,0.06,Imbabura,2225
2021-09-13,183.77,3.49,12.33,0.0,Imbabura,2225
2021-09-14,216.77,2.43,12.51,0.0,Imbabura,2225
2021-09-15,224.47,3.36,12.58,0.05,Imbabura,2225
2021-09-16,190.7,5.64,11.88,0.0,Imbabura,2225
2021-09-17,211.6,4.79,12.51,0.06,Imbabura,2225
2021-09-18,187.52,2.97,12.68,0.94,Imbabura,2225
2021-09-19,177.25,2.27,12.57,0.88,Imbabura,2225
2021-09-20,198.57,2.47,13.61,0.16,Imbabura,2225
2021-09-21,143.83,3.1,13.18,1.02,Imbabura,2225
2021-09-22,159.43,4.14,11.66,2.64,Imbabura,2225
2021-09-23,134.21,4.92,12.05,0.64,Imbabura,2225
2021-09-24,163.26,4.63,12.37,0.27,Imbabura,2225
2021-09-25,196.03,5.9,10.76,1.15,Imbabura,2225
2021-09-26,195.21,4.14,12.44,0.17,Imbabura,2225
2021-09-27,231.31,3.36,12.68,0.0,Imbabura,2225
2021-09-28,170.08,2.64,13.02,4.63,Imbabura,2225
2021-09-29,167.23,1.95,12.89,3.75,Imbabura,2225
2021-09-30,182.8,1.93,13.13,2.8,Imbabura,2225
2021-10-01,144.65,2.27,13.33,2.53,Imbabura,2225
2021-10-02,169.16,1.91,13.67,3.34,Imbabura,2225
2021-10-03,169.37,1.71,13.77,3.4,Imbabura,2225
2021-10-04,169.85,2.04,13.66,0.27,Imbabura,2225
2021-10-05,137.19,2.72,13.56,0.96,Imbabura,2225
2021-10-06,172.63,3.27,14.01,0.51,Imbabura,2225
2021-10-07,189.06,3.59,13.79,1.04,Imbabura,2225
2021-10-08,198.82,3.07,13.06,0.98,Imbabura,2225
2021-10-09,185.7,2.02,13.61,14.49,Imbabura,2225
2021-10-10,133.78,1.89,13.17,8.27,Imbabura,2225
2021-10-11,179.19,2.4,13.49,3.68,Imbabura,2225
2021-10-12,182.6,3.17,13.91,2.54,Imbabura,2225
2021-10-13,182.76,2.18,14.58,0.32,Imbabura,2225
2021-10-14,161.36,1.6,14.7,3.05,Imbabura,2225
2021-10-15,155.34,1.88,13.57,8.42,Imbabura,2225
2021-10-16,146.02,2.86,13.06,2.48,Imbabura,2225
2021-10-17,131.73,2.68,12.7,3.77,Imbabura,2225
2021-10-18,164.63,2.41,13.11,1.0,Imbabura,2225
2021-10-19,180.32,2.67,13.37,1.85,Imbabura,2225
2021-10-20,181.89,2.15,13.1,4.3,Imbabura,2225
2021-10-21,167.81,1.27,13.41,5.45,Imbabura,2225
2021-10-22,168.21,1.43,13.62,4.78,Imbabura,2225
2021-10-23,169.79,1.44,13.74,10.67,Imbabura,2225
2021-10-24,208.31,1.51,14.02,18.85,Imbabura,2225
2021-10-25,163.17,1.23,13.17,8.3,Imbabura,2225
2021-10-26,143.27,1.54,13.34,4.8,Imbabura,2225
2021-10-27,195.78,1.72,13.4,1.7,Imbabura,2225
2021-10-28,190.98,2.01,13.52,2.87,Imbabura,2225
2021-10-29,142.59,1.83,13.38,1.61,Imbabura,2225
2021-10-30,162.76,1.63,13.66,4.17,Imbabura,2225
2021-10-31,165.92,1.59,13.59,11.89,Imbabura,2225
2021-11-01,177.03,2.22,13.7,4.61,Imbabura,2225
2021-11-02,184.01,2.59,12.83,4.67,Imbabura,2225
2021-11-03,212.06,2.81,13.97,0.73,Imbabura,2225
2021-11-04,203.58,2.29,13.95,2.87,Imbabura,2225
2021-11-05,173.15,1.48,13.07,6.01,Imbabura,2225
2021-11-06,168.08,2.31,13.69,0.16,Imbabura,2225
2021-11-07,172.62,2.7,13.59,0.1,Imbabura,2225
2021-11-08,153.83,1.73,13.53,9.57,Imbabura,2225
2021-11-09,149.89,2.0,12.83,4.73,Imbabura,2225
2021-11-10,132.81,2.09,12.29,4.95,Imbabura,2225
2021-11-11,174.58,1.7,12.77,3.4,Imbabura,2225
2021-11-12,167.46,1.44,12.89,2.24,Imbabura,2225
2021-11-13,134.77,2.16,13.01,0.0,Imbabura,2225
2021-11-14,177.56,1.55,13.28,2.09,Imbabura,2225
2021-11-15,165.7,1.58,13.44,5.68,Imbabura,2225
2021-11-16,147.55,0.99,13.41,5.57,Imbabura,2225
2021-11-17,155.9,1.7,13.96,1.75,Imbabura,2225
2021-11-18,153.37,1.88,12.19,7.4,Imbabura,2225
2021-11-19,159.81,2.51,13.15,3.69,Imbabura,2225
2021-11-20,160.73,1.15,12.72,5.46,Imbabura,2225
2021-11-21,135.1,2.02,12.44,5.91,Imbabura,2225
2021-11-22,135.71,1.87,12.77,2.47,Imbabura,2225
2021-11-23,162.51,1.19,13.06,5.08,Imbabura,2225
2021-11-24,134.15,1.53,12.87,9.0,Imbabura,2225
2021-11-25,89.87,1.44,12.4,4.88,Imbabura,2225
2021-11-26,130.97,1.72,13.35,0.86,Imbabura,2225
